category,location_type,context,outcome_status,persistent_id,id,location_subtype,month,latitude,longitude,street_name,year
robbery,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",314d10080ac7b895b5404507a56973ab833a3c41e9e4b57ea5d48879290488cb,131624049,,10,52.654837,-1.067937,On or near Guestwick Green,2025
robbery,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",de35d4fbcf2fe7828800f184e74c9942e28f110f7a5c751fe981cf9a3414b2b6,131635148,,10,52.628227,-1.057732,On or near Supermarket,2025
robbery,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",329d1f826eb2e812cad4e401e67cc5fdee5b9f3c47d423f503107a85277cdb9f,131643411,,10,52.636695,-1.049792,On or near Brixworth Rise,2025
robbery,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",1b71a471a1ca1ff033bb16466e4b74fa8e2360bdaf21199dc859286f4d4631a9,131627565,,10,52.658089,-1.073353,On or near Larkspur Close,2025
shoplifting,Force,,"{'category': 'Local resolution', 'date': '2025-10'}",ba7d825a123a863a612c75983ae95b97c491e0eab1db2a6bcf8a49a397d55632,131633450,,10,52.628227,-1.057732,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",8eb653e37f06dc241f2148967aa9540e938d1530962f9e55cf373a729ea0141f,131644211,,10,52.652616,-1.070187,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",1ca7913595a57549e817e7879a2c46d2d4dcb3d62b954f59d93b29492fb74347,131645382,,10,52.575755,-1.030259,On or near St Cuthbert's Avenue,2025
shoplifting,Force,,"{'category': 'Awaiting court outcome', 'date': '2025-10'}",8ce1ce030e5de38391c9f51ee6681f40c24535f3d817a31589c88254b7a5d827,131625854,,10,52.574584,-1.033354,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",198b37080cc2c564594fd56a1b5ba45081b45b969356d3f5e45f45ab8484f086,131625870,,10,52.574584,-1.033354,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",48a0537091733da52694137404e182292e330b11b3e6bf458f77c9f3c668a5d8,131623161,,10,52.696437,-1.075909,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Awaiting court outcome', 'date': '2025-10'}",8f6c789657eeeb6b78fa06888d4d9f3b13e4f0d6a704bc9f802ef8c4e2f08523,131626779,,10,52.632984,-1.047804,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",b199c03c67d29606a7eb48ac56cc2bbbc99252c7252dc88aba52624dad8bc535,131633725,,10,52.696437,-1.075909,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",1c86c58852105fd62ef2dbea7ca735524ddd503b188239e4240d8a900755b94f,131633415,,10,52.652616,-1.070187,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",c97ea04eea778932680fa1df03053ecaa2210f3db54dfd4b33b75a87dc0360f7,131637859,,10,52.645737,-1.046492,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",13afb46f3f92cc977eb8b2cb71175465c9e3ae14ac1fb5b98138cb3088d9310c,131639173,,10,52.652616,-1.070187,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",8ed0be353b7c820d5809e3b6ec5e25b1ed4010016e0827781a4941f581ae4cbe,131623275,,10,52.645737,-1.046492,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",b171fb3ee1507b47ae87db6bc98d5b8ec3d18e16867235ef37aa17c0550154b6,131623400,,10,52.637992,-1.054641,On or near Willowbrook View,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",14b2f09199d8703fbd7596e1d1f23ddaf1a7aa5c1007720d626978b26c4f6b13,131626697,,10,52.696437,-1.075909,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",973b07b2527c6ea131d51391493fb2c2a333a08f6ee2e833de0f542972938023,131644809,,10,52.693689,-1.080294,On or near Holmdale Road,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",91ad0e0f6b435008c532c0178b7bfd0f4e2e9e70727f65d252e05e4125eebe88,131623879,,10,52.652616,-1.070187,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",1b47fdc3eeb85f56fa00652481c4680bd0a24a2677da4e56799dba5ac68c70d0,131626172,,10,52.696437,-1.075909,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Awaiting court outcome', 'date': '2025-10'}",98455b782f167b5dbe47d39cc1d89f3a783ffd2af235f744db71a5eded607bdc,131623745,,10,52.637992,-1.054641,On or near Willowbrook View,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",1b852c764674600ce7e9a6cd3ac51d0c042f97c969404d8ba824ba4befa6ee72,131642104,,10,52.637992,-1.054641,On or near Willowbrook View,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",d3e1b7fb5cd50fd5fe61124914858c2a7b5f7138bbfaff5ff19282e7c6873124,131628296,,10,52.696437,-1.075909,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",921ade8b6bd44ce6ef3979200a091923e133006a1496db3c1609969e23508556,131643731,,10,52.652616,-1.070187,On or near Supermarket,2025
theft-from-the-person,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",d3e0dee0d64d46afae68e394624d4ba08239a5c9209574972927a558e9f78060,131638178,,10,52.632211,-1.045634,On or near Fiona Drive,2025
theft-from-the-person,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",05b0a1bbae7b7f16c9fee2ceeeef5cb9a608bcef5f2a2b0b0da4400310c76f98,131645470,,10,52.628227,-1.057732,On or near Supermarket,2025
theft-from-the-person,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",7e912023b9317a1a1a0ac1774248408263151db494e080a29524a7e64a54c153,131645515,,10,52.655208,-1.055792,On or near Langtoft Close,2025
vehicle-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",5aa5865474f5d242a7e81d547b32be338f5b4c8c70ade2f87b311de6d6b9f41a,131635459,,10,52.698231,-1.073598,On or near Shopping Area,2025
vehicle-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",344127dcc7aa830c357fafc642d76c72ee0746051512268b7d6441fa9d880c95,131642229,,10,52.713764,-1.057489,On or near Woodman's Chase,2025
vehicle-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",8cfb5129a7d51a071bd4122b3c1ce23fee5963139db266e4dbdfd7ad3336b745,131627193,,10,52.574406,-1.030259,On or near Naseby Way,2025
vehicle-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",e91003c9afed8a967039c56d334b9e59f4d94fd365cad6fbc8ec35b2092e6e0e,131643916,,10,52.661785,-1.068928,On or near Whixley Road,2025
vehicle-crime,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",415c6723687a74cecd80c08df6b443b51e5bab3c5217603cb2eb776c3d992ea1,131634037,,10,52.743603,-1.100486,On or near Sunnylands Drive,2025
vehicle-crime,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",a99fd7fe6f5445d6df14fb689e4da66ba49ffe9767db8737e666df2dd88f1788,131624383,,10,52.751897,-1.085884,On or near Swan Street,2025
vehicle-crime,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",e936a142eb3138b8faf78a0bbb28f7ff876c2fcf512500e418088a10054293b3,131628113,,10,52.695726,-1.077439,On or near Trafalgar Close,2025
vehicle-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",f1269aaa747e8c3ff2d201ba118234d69fb225e968a0611077d25f5510634040,131633023,,10,52.698231,-1.073598,On or near Shopping Area,2025
vehicle-crime,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",192e6f06cafd603f3953219efed1e76d89499f08631e0e34055919e6222b7664,131640998,,10,52.701897,-1.068755,On or near Barry Drive,2025
vehicle-crime,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",ea96e6d5c850c2f156a6228db265343a5ab1439ee7980989f33782b9ec2202f6,131625496,,10,52.644435,-1.057694,On or near Lymington Road,2025
vehicle-crime,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",c16864cc0d38c5bbce6129438c56ba11c5583821b84e3333be7d88d359d3f18e,131642947,,10,52.701937,-1.065795,On or near Jack Hardy Close,2025
vehicle-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",9a18d37776d439751155553a42a323db42b4536e1e7850a86ffc585b5fe8f83d,131642126,,10,52.633831,-1.048066,On or near Vale End,2025
vehicle-crime,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",cd2d9037ffa85528558ed8a9903a158c11931ab09ac9f711da3d5ec3d621c263,131641803,,10,52.697248,-1.067449,On or near Oxford Street,2025
vehicle-crime,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",dd12916333ba3ff165885a67cbfce72bff3a9d3bf1a7649fffad8d788ba0dce4,131639926,,10,52.628702,-1.039697,On or near Main Street,2025
vehicle-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",c086f0f7a5001a6bc7636c70b6f1fd82ca7a1cefc1185c69eef79018630c826d,131638649,,10,52.718892,-1.090127,On or near Humble Lane,2025
violent-crime,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",8ed6278789453af8e80bdd925d77149472c889c6a309cc08c4cb3da7022d0030,131629292,,10,52.695228,-1.081682,On or near Taylor Close,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",7e842b9796df81464ec941e41c2e6d0db5fefc612e9d9923d3372438ad1d8214,131629574,,10,52.652616,-1.070187,On or near Supermarket,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",95d2a92104884b3dbc6077359c81a04fd47d073138df1b777fc3b84b35aa9196,131629589,,10,52.659653,-1.059585,On or near Pickhill Road,2025
violent-crime,Force,,"{'category': 'Action to be taken by another organisation', 'date': '2025-10'}",76d84342aece077a6b9d758b59e5898026019d9bb98441bf12e61331f265d7c3,131629600,,10,52.731731,-1.098627,On or near Wellbrook Avenue,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",a1b24aca4dfe60a853b5887c926bc1563f542e0e68acb1a65f70623d65983cd1,131629661,,10,52.651354,-1.05722,On or near Selby Avenue,2025
violent-crime,Force,,"{'category': 'Further action is not in the public interest', 'date': '2025-10'}",d0986909aeee51d19213f38dc1e389866a068f4ff656c9894ffd900a9283a5fc,131631083,,10,52.577169,-1.025092,On or near Woodbury Rise,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",9fc92e4b4c05b50f53c09342171e18766b58317fab8d8361aad9af4155dcfc23,131632322,,10,52.69842,-1.081286,On or near Sports/recreation Area,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",7b247d98837b1bb359cb2a2ce3316e163988cf7dd99aeb960653f5c68be1ff52,131631465,,10,52.650751,-1.060485,On or near Berberis Close,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",d92952ceff8cad5ac62a6f9cecdcd393d6f4948ce5dddff1590e3fa5f29ffc8f,131631070,,10,52.694719,-1.065964,On or near Quenby Crescent,2025
violent-crime,Force,,"{'category': 'Further action is not in the public interest', 'date': '2025-10'}",0c260666f649b5b6614b458ae94c01eccf1a1d232beae6f223ce9c7973c3c7cc,131631916,,10,52.731731,-1.098627,On or near Wellbrook Avenue,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",e81070323dc9025a9bb9f8bda371250c20c070b340d345b8515c7b4f98c28598,131639771,,10,52.696977,-1.085818,On or near Abbotts Close,2025
violent-crime,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",7dad22196ce4a667c458355c0e837e9a60751b4fe79d00ee294bc8777581e428,131632569,,10,52.640511,-1.06165,On or near Flamborough Road,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",5eaa8a7f97d1afd40d15682a23d4cc1eedac91f129c113beeb17551bd63bee48,131625645,,10,52.700958,-1.06145,On or near Drovers Road,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",114a970431105727463d0856424c70758942aae38d3c53013b8a42270f091d43,131632878,,10,52.647361,-1.068362,On or near Moat Court,2025
violent-crime,Force,,"{'category': 'Action to be taken by another organisation', 'date': '2025-10'}",57487f55e00183d447266d28725391e27c3f097dcb0e27241e3c9369262e684f,131633403,,10,52.703567,-1.070851,On or near Clumber Close,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",f4f6dd482ea89a3d0e6867418ec23d56c9d42f622e36b9fdc6e6ddc20e82275d,131634497,,10,52.740595,-1.103362,On or near Jubilee Avenue,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",677ae5a956023355152560485edbb74b26c085b0c98d30358d5e4823f7ed515d,131622793,,10,52.635672,-1.051189,On or near Langholm Road,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",ee4a14f9f85c07e02b764444fd8439065e9f99f8e97c4081835b6303a43a456d,131624834,,10,52.699733,-1.063356,On or near Tentercroft Avenue,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",ee55a96bfec47f675497f2e0daf5585dc235371163e095d7d2deff19a32fda88,131624469,,10,52.703567,-1.070851,On or near Clumber Close,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",4ddf52c8492af8de831d1c755ee18f5024d4523f618efa281fbcc36150abdc24,131624144,,10,52.667791,-1.077007,On or near Bowthorpe Close,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",c57fac0e7ecb060a6ba3d0c895e2613fcdb94d2bac84eece4d0fba849b687cb6,131622974,,10,52.640763,-1.050325,On or near Comrie Court,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",a24f97c0c4ad2d4249a9c5697480147059d05058eccbc3a820078e2d0d3e1a0f,131622942,,10,52.634414,-1.046783,On or near Station Road,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",649d02e1911da5c69b43e1572cde5447930e0a7037fb75fff51dfd8f8c7fa204,131637306,,10,52.652633,-1.058686,On or near Kinsley Road,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",da73ddcebcd72a4393b6b7e4b00911b286092e81d8e2cc20c2eeff5061cfe494,131626057,,10,52.702092,-1.062713,On or near Alfred Belshaw Road,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",5f9cae48142e478e73fe961e1f55c2bf0a7622531d2e6bad56d21080bea28c1d,131630005,,10,52.650751,-1.060485,On or near Berberis Close,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",84ee36033b203d92d9b62a5d78b8a45e7909bffe683a1bdfe34da865233b8309,131626115,,10,52.66343,-1.06666,On or near Husthwaite Lane,2025
violent-crime,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",b8296ff9577482a34ed8d9578f365ae3d2c72dfd7b041e3ac1fd46220bbc22c4,131639191,,10,52.652616,-1.070187,On or near Supermarket,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",f9af05295799fa2245ec9af671c950dfb227abc10b07086e0fbb060911feb463,131629902,,10,52.69131,-1.070268,On or near Cherry Drive,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",35a227c4ffd6f7883d10fa2945d723a65e15b47b6c6926f269cb1747b87e5d9b,131639762,,10,52.633327,-1.054697,On or near Springway Close,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",c1d6256ef38ef8046125954b39f78ee3348de593e7aca465e5de3bdbdd0cbd5d,131629007,,10,52.654057,-1.063696,On or near Sorrel Road,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",71ac6a5ff5332153c56c1cd28153bf8a65ee0b6cb21c27689c90882efc7e4a41,131642983,,10,52.649599,-1.052439,On or near Briarfield Drive,2025
violent-crime,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",6640ddaf91b38fda262d4c5d7e5cb9515d10c1fa0b66ad40661990e4afd6a5f1,131627718,,10,52.577169,-1.025092,On or near Woodbury Rise,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",471e3a59aa96240c0ba8bf331b58a1450de01baf7f722d10384c4ed5851e6eff,131643908,,10,52.649246,-1.054442,On or near Archway Road,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",91f9ea8a7a98c5be3153ba71c8e769b81602aab8faa0211bda531f1d905d49b5,131643919,,10,52.690361,-1.085808,On or near Dwyer Court,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",af6792115ede1eeb04441f0d5f2f1fbba57affa78fc8d26f9b51cecc2623e3df,131633326,,10,52.786365,-1.089507,On or near Melton Road,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",ab8c0c19b0d2d0fb83cdd9763f9bea4feb13c8f7ed13063562646b6b07ff38e0,131622717,,10,52.754498,-1.088645,On or near Green Lane Close,2025
violent-crime,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",1fb8cbc610dc733fae8501745cf7415ebdbc7a42f299d0d9ef92c204ff9fe6fb,131623175,,10,52.697526,-1.069648,On or near Albion Street,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",85cb1a508adb899e35b69ef766e3db5d1ad57f8692087bf74dbab065307c49f7,131634541,,10,52.754498,-1.088645,On or near Green Lane Close,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",c676aae1d4ca7ae2699073db30af5677d5828a35f7aaf59eb52cf2cc8e2e2f26,131634141,,10,52.701783,-1.049859,On or near Campion Avenue,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",db75235509b946d5e664a2578059ddde46c8a329b0d6688eb2f4f73e36323ad9,131623455,,10,52.701937,-1.065795,On or near Jack Hardy Close,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",05653ef31480decc7e157577ffb324e25a6ff39562f69d8936974ffa9c55ba4a,131623795,,10,52.640685,-1.057524,On or near Tilia Close,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",8da966c4b56d004c988bcb4867aa675877036bca52373ad3b266697a6885da20,131632651,,10,52.805807,-1.104484,On or near Woodlands Close,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",88441d8b95e83f9ce59f593269ce187306433f9df45b15b57df9ffb0143b4acf,131632290,,10,52.650436,-1.061571,On or near Abelia Close,2025
violent-crime,Force,,"{'category': 'Further investigation is not in the public interest', 'date': '2025-10'}",5010ff7189ae329bce2594b89787fcf044c9ca3cfcc3d684d21d20ae6ac979f5,131624029,,10,52.64143,-1.05965,On or near Brook Road,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",13487c5e43e6a8cf6eb9437b89042a6727094b2d9383e12a462ff6c891604334,131624096,,10,52.738675,-1.099032,On or near Bray Close,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",86e13e1a3e1ae2f81a519afe512bc71e5244c24ecd780127f4c521599454a61e,131630923,,10,52.632211,-1.045634,On or near Fiona Drive,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",8f0c523f3bd77e0b9cc57c4da803698bcd61aa808da625d383b2231beae42cf1,131630831,,10,52.692233,-1.074539,On or near Chestnut Close,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",16a2a577f28b91acc74996543a7b68aa1978f87687d9120ab78126a16347f027,131628582,,10,52.738017,-1.097668,On or near Taylor Drive,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",c03f876f3dd8798df3a0e0fe5aa70ddf03be3c8f7bd52695f7d5122f7a247ccf,131622506,,10,52.652704,-1.060798,On or near Bentley Close,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",ceaf25005e33a81de6e3870d955751917ee2089d345511c6498c9a0d1228c250,131641646,,10,52.645525,-1.068165,On or near St Marys Avenue,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",ae95f1dd93e33e71d401425895545988c6c0772094ef48085ea045bbdacb23c0,131642120,,10,52.636113,-1.044574,On or near Sedgefield Drive,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",1a6125fd2102f01a1e16e1cedfa69de9f4faa38561f20274d20e43ccb280492d,131638086,,10,52.698038,-1.062756,On or near Mowbray Drive,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",7aa1c0261ce0f05e7738445824790e51f6bcb031d7695ad1bfb4a8be64db63b3,131637990,,10,52.740595,-1.103362,On or near Jubilee Avenue,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",23b6879d3876613018a60d99a1cefb6cca5f1cc6e4cea8b4c77887bc49ca12c9,131624963,,10,52.699733,-1.063356,On or near Tentercroft Avenue,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",f271e48cbc14a544a4b24c06e4e8a2c11d9966427ef330ba72a7bea0f024559a,131625323,,10,52.640511,-1.06165,On or near Flamborough Road,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",f5bee49210ac1c90fbac9e5f6d92ce381926c37c760ceac1b17cf7394682bb44,131644621,,10,52.638342,-1.059081,On or near Thurncourt Road,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",c5ffa3f12523ceb6e004d582af4fac460d1e86911e9427141d3d7e31091819af,131644064,,10,52.627801,-1.040529,On or near Padwell Lane,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",21bf3f1a197dc8449c55978fc6bd89da7becc31274c00649aeeb9e5787d8b7f3,131642655,,10,52.649599,-1.052439,On or near Briarfield Drive,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",abd7ba1206c7166e89ad0de1c94fdb2c855ec2f5e2977bbb310635fbebccef41,131633704,,10,52.645593,-1.0462,On or near Main Street,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",1d2b0f590345c41cfbad09b39825ad31b619bb644a7a035fa8a0ee9f8de445b5,131637659,,10,52.695847,-1.086093,On or near Cranmer Drive,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",db1e1cded4ac75e8193897a792a38810b665b657d07d9746b2a54fd74fef83ae,131641871,,10,52.647391,-1.05293,On or near Renfrew Road,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",7d73c6f247865cd58f12469f207ea45aafee657678f1d33f015c33afb1f109b1,131636383,,10,52.731731,-1.098627,On or near Wellbrook Avenue,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",71f3d1a3c3e6bca43a3e9de1cbc5219a3f2767956c9778b999b28009a491a3fc,131640423,,10,52.639726,-1.060101,On or near Tarbat Road,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",28e7d928b26cdcaa92109f2dd30582f6ddc111569928944b50f0821983ab15b2,131640349,,10,52.646199,-1.064662,On or near Grantham Road,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",492518cc2de15f735d8a59fc4ac3578c4594608c8af0153ba661c82ccf4998c7,131640307,,10,52.648505,-1.061834,On or near Netherhall Road,2025
violent-crime,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",4309a67e1c4d89cf85a76e5af5e1f619b065e782fca7e80e487b80a3a5f7c43f,131627098,,10,52.639788,-1.056627,On or near Woodleigh Close,2025
violent-crime,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",8a3998292e41e295766a4f96585e36010fa0514821403970358757cceb41ff3b,131626484,,10,52.659109,-1.063662,On or near Carty Road,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",982d3ec1e89f5e558c6515fbf2a817972cdf9dd5470a193e96facc64a8e50488,131628504,,10,52.656554,-1.050899,On or near Bickerton Close,2025
violent-crime,Force,,"{'category': 'Action to be taken by another organisation', 'date': '2025-10'}",d3d8c1bad32a85f9b361f5314b2f21a3201d95c70e736af9793507c44a47388e,131626422,,10,52.703567,-1.070851,On or near Clumber Close,2025
violent-crime,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",0faea18d517b7a3dd6ccaeafd966a2b7777d7caed1732f68fcdb9d81330f5eb4,131628926,,10,52.699561,-1.065461,On or near Mostyn Avenue,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",15e1e01f7e52c45be9e80a8651481bb4a7cb606e61f141c88e469c4b8c537b75,131635430,,10,52.647361,-1.068362,On or near Moat Court,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",f7ed613015798ae629268d388ede71be23364442e6e78fae34bf2387a0c56dd9,131631041,,10,52.637992,-1.054641,On or near Willowbrook View,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",0d91108b5305ac0b1d4f7dc3987c519c86af226415061b900a2e7b4dbb553cb0,131631203,,10,52.690094,-1.084985,On or near Dwyer Close,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",edb0409af60810bad475fad1c5cf98c7566ac9c4af1556c43ace6820f8f8ae53,131628461,,10,52.807621,-1.104194,On or near Waydale,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",90bb9f8568f4765d7a33c60f4d6fae374777a33760dd8b08cd53fa8d48f5c745,131641824,,10,52.578611,-1.025591,On or near The Chase,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",c53844e2ef8b8dcdd5b2e4ebc39f60251a2f87fbd0231e0cf1156463a4c7c415,131641842,,10,52.737704,-1.103777,On or near Brooks Close,2025
violent-crime,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",8731d25978416b4b391bf1b2f471ce5176238a1c331a3451d727a329cf25e6bc,131626527,,10,52.683047,-1.064497,On or near Main Street,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",ca69d7fb0eb0c123de6b5903aaa0b1db3ea651cec5230a61bf17da6acd9b990d,131644648,,10,52.69497,-1.084351,On or near Wolsey Way,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",22dae3d4681c2d3d738fc065af95e399dbd7b50c8f38098814cd54d70f701109,131643011,,10,52.639586,-1.050439,On or near Eddystone Road,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",5b1057a46d7956260ce53d27eab7cdc099154071213b13a9c0feb2a95f474863,131643162,,10,52.637532,-1.044351,On or near Springbrook Drive,2025
